ID,exercise,lift_date,lb,reps,set
649,crossbody hammer curl,10/7/2019,20,12,2
650,crossbody hammer curl,10/7/2019,20,12,3
651,crossbody hammer curl,10/7/2019,20,12,4
652,crossbody hammer curl,10/7/2019,20,12,5
653,lateral raise,10/7/2019,20,12,1
654,lateral raise,10/7/2019,20,12,2
655,lateral raise,10/7/2019,20,12,3
656,lateral raise,10/7/2019,20,12,4
657,lateral raise,10/7/2019,20,12,5
658,squat,10/8/2019,195,5,1
659,squat,10/8/2019,195,5,2
660,squat,10/8/2019,195,5,3
661,squat,10/8/2019,195,5,4
662,squat,10/8/2019,195,5,5
663,leg extension,10/8/2019,90,12,1
664,leg extension,10/8/2019,90,12,2
665,leg extension,10/8/2019,90,12,3
666,prone leg curl,10/8/2019,50,12,1
667,prone leg curl,10/8/2019,50,12,2
668,prone leg curl,10/8/2019,50,12,3
669,calf raise,10/8/2019,240,12,1
670,calf raise,10/8/2019,240,12,2
671,calf raise,10/8/2019,240,12,3
672,calf raise,10/8/2019,240,12,4
673,calf raise,10/8/2019,240,12,5
674,bench press,10/9/2019,135,5,1
675,bench press,10/9/2019,165,5,2
676,bench press,10/9/2019,165,5,3
677,bench press,10/9/2019,165,5,4
678,bench press,10/9/2019,165,5,5
679,bench press,10/9/2019,165,5,6
680,cross cable fly,10/9/2019,30,12,1
681,cross cable fly,10/9/2019,30,12,2
682,cross cable fly,10/9/2019,30,12,3
683,cross cable fly,10/9/2019,30,12,4
684,cross cable fly,10/9/2019,30,12,5
685,tricep pushdown,10/9/2019,60,12,1
686,tricep pushdown,10/9/2019,60,12,2
687,tricep pushdown,10/9/2019,60,12,3
688,tricep pushdown,10/9/2019,60,12,4
689,tricep pushdown,10/9/2019,60,12,5
690,ab roller,10/9/2019,0,12,1
691,ab roller,10/9/2019,0,12,2
692,ab roller,10/9/2019,0,12,3
693,ab roller,10/9/2019,0,12,4
694,ab roller,10/9/2019,0,12,5
695,hanging leg raise,10/9/2019,0,5,1
696,hanging leg raise,10/9/2019,0,5,2
697,hanging leg raise,10/9/2019,0,5,3
698,deadlift,10/11/2019,95,5,1
699,deadlift,10/11/2019,195,5,2
700,deadlift,10/11/2019,195,5,3
701,deadlift,10/11/2019,195,5,4
702,deadlift,10/11/2019,195,5,5
703,deadlift,10/11/2019,195,5,6
704,lateral pulldown,10/11/2019,90,12,1
705,lateral pulldown,10/11/2019,90,12,2
706,lateral pulldown,10/11/2019,90,12,3
707,lateral pulldown,10/11/2019,90,12,4
708,lateral pulldown,10/11/2019,90,12,5
709,dumbbell bicep curl,10/11/2019,20,12,1
710,dumbbell bicep curl,10/11/2019,20,12,2
711,dumbbell bicep curl,10/11/2019,20,12,3
712,dumbbell bicep curl,10/11/2019,20,12,4
713,dumbbell bicep curl,10/11/2019,20,12,5
714,crossbody hammer curl,10/11/2019,20,12,1
715,crossbody hammer curl,10/11/2019,20,12,2
716,crossbody hammer curl,10/11/2019,20,12,3
717,squat,10/12/2019,205,5,1
718,squat,10/12/2019,205,5,2
719,squat,10/12/2019,205,5,3
720,squat,10/12/2019,205,5,4
721,squat,10/12/2019,205,5,5
722,squat,10/12/2019,135,8,6
723,squat,10/12/2019,135,8,7
724,squat,10/12/2019,135,8,8
725,calf raise,10/12/2019,240,12,1
726,calf raise,10/12/2019,240,12,2
727,calf raise,10/12/2019,240,12,3
728,calf raise,10/12/2019,240,12,4
729,calf raise,10/12/2019,240,12,5
730,lateral raise,10/12/2019,20,12,1
731,lateral raise,10/12/2019,15,12,2
732,lateral raise,10/12/2019,15,12,3
733,lateral raise,10/12/2019,15,12,4
734,lateral raise,10/12/2019,15,12,5
735,bench press,10/14/2019,135,5,1
736,bench press,10/14/2019,135,5,2
737,bench press,10/14/2019,185,3,3
738,bench press,10/14/2019,205,1,4
739,bench press,10/14/2019,205,1,5
740,bench press,10/14/2019,210,1,6
741,bench press,10/14/2019,185,3,7
742,bench press,10/14/2019,165,5,8
743,bench press,10/14/2019,135,5,9
744,cross cable fly,10/14/2019,30,12,1
745,cross cable fly,10/14/2019,30,12,2
746,cross cable fly,10/14/2019,20,12,3
747,cross cable fly,10/14/2019,20,12,4
748,cross cable fly,10/14/2019,20,12,5
749,tricep pushdown,10/14/2019,60,12,1
750,tricep pushdown,10/14/2019,60,12,2
751,tricep pushdown,10/14/2019,60,12,3
752,tricep pushdown,10/14/2019,60,12,4
753,tricep pushdown,10/14/2019,60,12,5
754,hanging leg raise,10/14/2019,0,8,1
755,hanging leg raise,10/14/2019,0,5,2
756,hanging leg raise,10/14/2019,0,5,3
757,ab roller,10/14/2019,0,12,1
758,ab roller,10/14/2019,0,12,2
759,ab roller,10/14/2019,0,12,3
760,ab roller,10/14/2019,0,12,4
761,ab roller,10/14/2019,0,12,5
762,deadlift,10/16/2019,205,5,1
763,deadlift,10/16/2019,205,5,2
764,deadlift,10/16/2019,185,5,3
765,deadlift,10/16/2019,205,5,4
766,deadlift,10/16/2019,185,5,5
767,lateral pulldown,10/16/2019,90,12,1
768,lateral pulldown,10/16/2019,90,12,2
769,lateral pulldown,10/16/2019,90,12,3
770,lateral pulldown,10/16/2019,90,12,4
771,lateral pulldown,10/16/2019,90,12,5
772,dumbbell bicep curl,10/16/2019,20,12,1
773,dumbbell bicep curl,10/16/2019,20,12,2
774,dumbbell bicep curl,10/16/2019,20,12,3
775,dumbbell bicep curl,10/16/2019,20,12,4
776,dumbbell bicep curl,10/16/2019,20,12,5
777,crossbody hammer curl,10/16/2019,20,12,1
778,crossbody hammer curl,10/16/2019,20,12,2
779,crossbody hammer curl,10/16/2019,20,12,3
780,squat,10/17/2019,215,5,1
781,squat,10/17/2019,215,5,2
782,squat,10/17/2019,215,5,3
783,squat,10/17/2019,215,5,4
784,squat,10/17/2019,215,5,5
785,squat,10/17/2019,135,1,6
786,squat,10/17/2019,135,1,7
787,squat,10/17/2019,135,5,8
788,calf raise,10/17/2019,240,12,1
789,calf raise,10/17/2019,240,12,2
790,calf raise,10/17/2019,240,12,3
791,calf raise,10/17/2019,240,12,4
792,calf raise,10/17/2019,240,12,5
793,lateral raise,10/17/2019,15,12,1
794,lateral raise,10/17/2019,15,12,2
795,lateral raise,10/17/2019,15,12,3
796,lateral raise,10/17/2019,20,12,4
797,lateral raise,10/17/2019,20,12,5
798,bench press,10/19/2019,135,5,1
799,bench press,10/19/2019,165,5,2
800,bench press,10/19/2019,185,3,3
801,bench press,10/19/2019,205,1,4
802,bench press,10/19/2019,115,8,5
803,cross cable fly,10/19/2019,15,12,1
804,cross cable fly,10/19/2019,15,12,2
805,cross cable fly,10/19/2019,15,12,3
806,cross cable fly,10/19/2019,15,12,4
807,cross cable fly,10/19/2019,15,12,5
808,pec fly,10/19/2019,50,12,1
809,pec fly,10/19/2019,50,12,2
810,pec fly,10/19/2019,50,12,3
811,pec fly,10/19/2019,50,12,4
812,pec fly,10/19/2019,50,12,5
813,tricep pushdown,10/19/2019,50,12,1
814,tricep pushdown,10/19/2019,50,12,2
815,tricep pushdown,10/19/2019,50,12,3
816,tricep pushdown,10/19/2019,50,12,4
817,tricep pushdown,10/19/2019,50,12,5
818,tricep press machine,10/19/2019,70,12,1
819,tricep press machine,10/19/2019,70,12,2
820,tricep press machine,10/19/2019,70,12,3
821,tricep press machine,10/19/2019,70,12,4
822,tricep press machine,10/19/2019,70,12,5
823,deadlift,10/21/2019,135,5,1
824,deadlift,10/21/2019,205,5,2
825,deadlift,10/21/2019,205,5,3
826,deadlift,10/21/2019,205,5,4
827,deadlift,10/21/2019,205,5,5
828,deadlift,10/21/2019,185,5,6
829,lateral pulldown,10/21/2019,90,12,1
830,lateral pulldown,10/21/2019,90,12,2
831,lateral pulldown,10/21/2019,75,12,3
832,lateral pulldown,10/21/2019,75,12,4
833,lateral pulldown,10/21/2019,75,12,5
834,dumbbell bicep curl,10/21/2019,20,12,1
835,dumbbell bicep curl,10/21/2019,20,12,2
836,dumbbell bicep curl,10/21/2019,20,12,3
837,dumbbell bicep curl,10/21/2019,20,12,4
838,dumbbell bicep curl,10/21/2019,20,12,5
839,crossbody hammer curl,10/21/2019,20,12,1
840,crossbody hammer curl,10/21/2019,20,12,2
841,crossbody hammer curl,10/21/2019,20,12,3
842,crossbody hammer curl,10/21/2019,20,12,4
843,crossbody hammer curl,10/21/2019,20,12,5
844,squat,10/22/2019,185,5,1
845,squat,10/22/2019,215,5,2
846,squat,10/22/2019,220,5,3
847,squat,10/22/2019,220,5,4
848,squat,10/22/2019,220,5,5
849,squat,10/22/2019,185,5,6
850,squat,10/22/2019,185,5,7
851,squat,10/22/2019,185,5,8
852,calf raise,10/22/2019,240,12,1
853,calf raise,10/22/2019,240,12,2
854,calf raise,10/22/2019,240,12,3
855,calf raise,10/22/2019,240,12,4
856,calf raise,10/22/2019,240,12,5
857,lateral raise,10/22/2019,20,12,1
858,lateral raise,10/22/2019,20,12,2
859,lateral raise,10/22/2019,20,12,3
860,lateral raise,10/22/2019,20,12,4
861,lateral raise,10/22/2019,20,12,5
862,bench press,10/24/2019,135,5,1
863,bench press,10/24/2019,135,5,2
864,bench press,10/24/2019,155,5,3
865,bench press,10/24/2019,165,5,4
866,bench press,10/24/2019,165,5,5
867,bench press,10/24/2019,135,5,6
868,bench press,10/24/2019,135,5,7
869,bench press,10/24/2019,135,5,8
870,cross cable fly,10/24/2019,30,12,1
871,cross cable fly,10/24/2019,30,12,2
872,cross cable fly,10/24/2019,30,12,3
873,cross cable fly,10/24/2019,30,12,4
874,cross cable fly,10/24/2019,30,12,5
875,tricep pushdown,10/24/2019,60,12,1
876,tricep pushdown,10/24/2019,60,12,2
877,tricep pushdown,10/24/2019,60,12,3
878,tricep pushdown,10/24/2019,60,12,4
879,tricep pushdown,10/24/2019,60,12,5
880,ab roller,10/24/2019,0,12,1
881,ab roller,10/24/2019,0,12,2
882,ab roller,10/24/2019,0,12,3
883,ab roller,10/24/2019,0,12,4
884,ab roller,10/24/2019,0,12,5
885,deadlift,10/25/2019,185,5,1
886,deadlift,10/25/2019,215,5,2
887,deadlift,10/25/2019,215,5,3
888,deadlift,10/25/2019,215,5,4
889,deadlift,10/25/2019,185,5,5
890,lateral pulldown,10/25/2019,75,12,1
891,lateral pulldown,10/25/2019,75,12,2
892,lateral pulldown,10/25/2019,75,12,3
893,lateral pulldown,10/25/2019,75,12,4
894,lateral pulldown,10/25/2019,75,12,5
895,dumbbell bicep curl,10/25/2019,20,12,1
896,dumbbell bicep curl,10/25/2019,20,12,2
897,dumbbell bicep curl,10/25/2019,20,12,3
898,dumbbell bicep curl,10/25/2019,20,12,4
899,dumbbell bicep curl,10/25/2019,20,12,5
900,crossbody hammer curl,10/25/2019,20,12,1
901,crossbody hammer curl,10/25/2019,20,12,2
902,crossbody hammer curl,10/25/2019,20,12,3
903,bicep ez curl,10/25/2019,45,12,1
904,bicep ez curl,10/25/2019,45,12,2
905,bicep ez curl,10/25/2019,45,12,3
906,lateral raise,10/25/2019,15,12,1
907,lateral raise,10/25/2019,15,12,2
908,lateral raise,10/25/2019,15,12,3
909,lateral raise,10/25/2019,15,12,4
910,lateral raise,10/25/2019,15,12,5
911,squat,10/27/2019,135,5,1
912,squat,10/27/2019,205,5,2
913,squat,10/27/2019,225,5,3
914,squat,10/27/2019,225,5,4
915,squat,10/27/2019,225,5,5
916,squat,10/27/2019,185,5,6
917,squat,10/27/2019,185,5,7
918,squat,10/27/2019,185,5,8
919,leg extension,10/27/2019,90,12,1
920,leg extension,10/27/2019,90,12,2
921,leg extension,10/27/2019,90,12,3
922,isolated glute hamstring developer,10/27/2019,40,12,1
923,isolated glute hamstring developer,10/27/2019,40,12,2
924,isolated glute hamstring developer,10/27/2019,40,12,3
925,calf raise,10/27/2019,240,12,1
926,calf raise,10/27/2019,240,12,2
927,calf raise,10/27/2019,240,12,3
928,calf raise,10/27/2019,240,12,4
929,calf raise,10/27/2019,240,12,5
930,lateral raise,10/27/2019,15,12,1
931,lateral raise,10/27/2019,15,12,2
932,lateral raise,10/27/2019,15,12,3
933,lateral raise,10/27/2019,15,12,4
934,lateral raise,10/27/2019,15,12,5
935,bench press,10/28/2019,135,5,1
936,bench press,10/28/2019,175,5,2
937,bench press,10/28/2019,175,5,3
938,bench press,10/28/2019,175,5,4
939,bench press,10/28/2019,175,5,5
940,bench press,10/28/2019,135,5,6
941,bench press,10/28/2019,135,5,7
942,bench press,10/28/2019,135,5,8
943,cross cable fly,10/28/2019,30,12,1
944,cross cable fly,10/28/2019,30,12,2
945,cross cable fly,10/28/2019,30,12,3
946,cross cable fly,10/28/2019,30,12,4
947,cross cable fly,10/28/2019,30,12,5
948,tricep pushdown,10/28/2019,60,12,1
949,tricep pushdown,10/28/2019,60,12,2
950,tricep pushdown,10/28/2019,60,12,3
951,tricep pushdown,10/28/2019,60,12,4
952,tricep pushdown,10/28/2019,60,12,5
953,ab roller,10/28/2019,0,12,1
954,ab roller,10/28/2019,0,12,2
955,ab roller,10/28/2019,0,12,3
956,ab roller,10/28/2019,0,12,4
957,ab roller,10/28/2019,0,12,5
958,deadlift,10/29/2019,115,5,1
959,deadlift,10/29/2019,135,5,2
960,deadlift,10/29/2019,135,5,3
961,deadlift,10/29/2019,165,5,4
962,deadlift,10/29/2019,165,5,5
963,lateral pulldown,10/29/2019,95,12,1
964,lateral pulldown,10/29/2019,75,12,2
965,lateral pulldown,10/29/2019,75,12,3
966,lateral pulldown,10/29/2019,75,12,4
967,lateral pulldown,10/29/2019,75,12,5
968,dumbbell bicep curl,10/29/2019,20,12,1
969,dumbbell bicep curl,10/29/2019,20,12,2
970,dumbbell bicep curl,10/29/2019,20,12,3
971,dumbbell bicep curl,10/29/2019,20,12,4
972,dumbbell bicep curl,10/29/2019,20,12,5
973,crossbody hammer curl,10/29/2019,20,12,1
974,crossbody hammer curl,10/29/2019,20,12,2
975,crossbody hammer curl,10/29/2019,20,12,3
976,crossbody hammer curl,10/29/2019,20,12,4
977,crossbody hammer curl,10/29/2019,20,12,5
978,squat,10/30/2019,115,5,1
979,squat,10/30/2019,165,5,2
980,squat,10/30/2019,165,5,3
981,squat,10/30/2019,185,5,4
982,squat,10/30/2019,185,5,5
983,squat,10/30/2019,185,5,6
984,squat,10/30/2019,165,5,7
985,squat,10/30/2019,165,5,8
986,seated calf raise,10/30/2019,45,12,1
987,seated calf raise,10/30/2019,45,12,2
988,seated calf raise,10/30/2019,45,12,3
989,seated calf raise,10/30/2019,45,12,4
990,seated calf raise,10/30/2019,45,12,5
991,arnold press,10/30/2019,15,12,1
992,arnold press,10/30/2019,15,12,2
993,arnold press,10/30/2019,15,12,3
994,arnold press,10/30/2019,15,12,4
995,arnold press,10/30/2019,15,12,5
996,lateral raise,10/30/2019,15,12,1
997,lateral raise,10/30/2019,15,12,2
998,lateral raise,10/30/2019,15,12,3
999,lateral raise,10/30/2019,15,12,4
1000,lateral raise,10/30/2019,15,12,5
1001,bench press,11/1/2019,95,5,1
1002,bench press,11/1/2019,135,5,2
1003,bench press,11/1/2019,165,5,3
1004,bench press,11/1/2019,210,1,4
1005,bench press,11/1/2019,210,1,5
1006,bench press,11/1/2019,185,3,6
1007,bench press,11/1/2019,135,5,7
1008,bench press,11/1/2019,135,5,8
1009,bench press,11/1/2019,135,5,9
1010,cross cable fly,11/1/2019,20,12,1
1011,cross cable fly,11/1/2019,30,12,2
1012,cross cable fly,11/1/2019,30,12,3
1013,cross cable fly,11/1/2019,30,12,4
1014,cross cable fly,11/1/2019,30,12,5
1015,tricep pushdown,11/1/2019,60,12,1
1016,tricep pushdown,11/1/2019,60,12,2
1017,tricep pushdown,11/1/2019,60,12,3
1018,tricep pushdown,11/1/2019,60,12,4
1019,tricep pushdown,11/1/2019,60,12,5
1020,deadlift,11/3/2019,135,5,1
1021,deadlift,11/3/2019,225,5,2
1022,deadlift,11/3/2019,225,5,3
1023,deadlift,11/3/2019,225,5,4
1024,deadlift,11/3/2019,225,5,5
1025,lateral pulldown,11/3/2019,90,12,1
1026,lateral pulldown,11/3/2019,90,12,2
1027,lateral pulldown,11/3/2019,90,12,3
1028,lateral pulldown,11/3/2019,75,12,4
1029,lateral pulldown,11/3/2019,75,12,5
1030,dumbbell bicep curl,11/3/2019,25,12,1
1031,dumbbell bicep curl,11/3/2019,25,12,2
1032,dumbbell bicep curl,11/3/2019,25,12,3
1033,dumbbell bicep curl,11/3/2019,25,12,4
1034,dumbbell bicep curl,11/3/2019,25,12,5
1035,crossbody hammer curl,11/3/2019,25,12,1
1036,crossbody hammer curl,11/3/2019,25,12,2
1037,crossbody hammer curl,11/3/2019,25,12,3
1038,crossbody hammer curl,11/3/2019,25,12,4
1039,crossbody hammer curl,11/3/2019,25,12,5
1040,ab roller,11/3/2019,0,12,1
1041,ab roller,11/3/2019,0,12,2
1042,ab roller,11/3/2019,0,12,3
1043,ab roller,11/3/2019,0,12,4
1044,ab roller,11/3/2019,0,12,5
1045,squat,11/4/2019,185,5,1
1046,squat,11/4/2019,225,5,2
1047,squat,11/4/2019,205,5,3
1048,squat,11/4/2019,205,5,4
1049,squat,11/4/2019,205,5,5
1050,squat,11/4/2019,185,5,6
1051,squat,11/4/2019,185,5,7
1052,squat,11/4/2019,185,5,8
1053,calf raise,11/4/2019,240,12,1
1054,calf raise,11/4/2019,240,12,2
1055,calf raise,11/4/2019,240,12,3
1056,calf raise,11/4/2019,240,12,4
1057,calf raise,11/4/2019,240,12,5
1058,arnold press,11/4/2019,20,12,1
1059,arnold press,11/4/2019,20,12,2
1060,arnold press,11/4/2019,15,12,3
1061,arnold press,11/4/2019,15,12,4
1062,arnold press,11/4/2019,15,12,5
1063,lateral raise,11/4/2019,15,12,1
1064,lateral raise,11/4/2019,15,12,2
1065,lateral raise,11/4/2019,15,12,3
1066,lateral raise,11/4/2019,15,12,4
1067,lateral raise,11/4/2019,15,12,5
1068,bench press,11/5/2019,135,5,1
1069,bench press,11/5/2019,135,5,2
1070,bench press,11/5/2019,155,5,3
1071,bench press,11/5/2019,175,5,4
1072,bench press,11/5/2019,135,5,5
1073,bench press,11/5/2019,135,5,6
1074,bench press,11/5/2019,135,5,7
1075,bench press,11/5/2019,135,5,8
1076,cross cable fly,11/5/2019,20,12,1
1077,cross cable fly,11/5/2019,30,12,2
1078,cross cable fly,11/5/2019,30,12,3
1079,cross cable fly,11/5/2019,30,12,4
1080,cross cable fly,11/5/2019,30,12,5
1081,tricep pushdown,11/5/2019,60,12,1
1082,tricep pushdown,11/5/2019,60,12,2
1083,tricep pushdown,11/5/2019,60,12,3
1084,tricep pushdown,11/5/2019,60,12,4
1085,tricep pushdown,11/5/2019,60,12,5
1086,deadlift,11/7/2019,135,5,1
1087,deadlift,11/7/2019,185,5,2
1088,deadlift,11/7/2019,185,5,3
1089,deadlift,11/7/2019,185,5,4
1090,deadlift,11/7/2019,185,5,5
1091,lateral pulldown,11/7/2019,90,12,1
1092,lateral pulldown,11/7/2019,90,12,2
1093,lateral pulldown,11/7/2019,90,12,3
1094,lateral pulldown,11/7/2019,90,12,4
1095,lateral pulldown,11/7/2019,90,12,5
1096,dumbbell bicep curl,11/7/2019,20,12,1
1097,dumbbell bicep curl,11/7/2019,20,12,2
1098,dumbbell bicep curl,11/7/2019,20,12,3
1099,dumbbell bicep curl,11/7/2019,20,12,4
1100,dumbbell bicep curl,11/7/2019,20,12,5
1101,crossbody hammer curl,11/7/2019,20,12,1
1102,crossbody hammer curl,11/7/2019,20,12,2
1103,crossbody hammer curl,11/7/2019,20,12,3
1104,squat,11/8/2019,135,5,1
1105,squat,11/8/2019,185,5,2
1106,squat,11/8/2019,205,5,3
1107,squat,11/8/2019,205,5,4
1108,squat,11/8/2019,185,5,5
1109,squat,11/8/2019,185,5,6
1110,squat,11/8/2019,185,5,7
1111,squat,11/8/2019,185,5,8
1112,calf raise,11/8/2019,240,12,1
1113,calf raise,11/8/2019,240,12,2
1114,calf raise,11/8/2019,240,12,3
1115,calf raise,11/8/2019,240,12,4
1116,calf raise,11/8/2019,240,12,5
1117,ab roller,11/8/2019,0,12,1
1118,ab roller,11/8/2019,0,12,2
1119,ab roller,11/8/2019,0,12,3
1120,ab roller,11/8/2019,0,12,4
1121,ab roller,11/8/2019,0,12,5
1122,bench press,11/10/2019,95,5,1
1123,bench press,11/10/2019,135,5,2
1124,bench press,11/10/2019,185,3,3
1125,bench press,11/10/2019,205,1,4
1126,bench press,11/10/2019,185,2,5
1127,bench press,11/10/2019,135,5,6
1128,bench press,11/10/2019,135,5,7
1129,bench press,11/10/2019,135,5,8
1130,cross cable fly,11/10/2019,30,12,1
1131,cross cable fly,11/10/2019,30,12,2
1132,cross cable fly,11/10/2019,30,12,3
1133,cross cable fly,11/10/2019,30,12,4
1134,cross cable fly,11/10/2019,30,12,5
1135,tricep pushdown,11/10/2019,70,12,1
1136,tricep pushdown,11/10/2019,70,12,2
1137,tricep pushdown,11/10/2019,70,12,3
1138,tricep pushdown,11/10/2019,70,12,4
1139,tricep pushdown,11/10/2019,70,12,5
1140,arnold press,11/10/2019,15,12,1
1141,arnold press,11/10/2019,15,12,2
1142,arnold press,11/10/2019,15,12,3
1143,arnold press,11/10/2019,15,12,4
1144,arnold press,11/10/2019,15,12,5
1145,lateral raise,11/10/2019,15,12,1
1146,lateral raise,11/10/2019,15,12,2
1147,lateral raise,11/10/2019,15,12,3
1148,lateral raise,11/10/2019,15,12,4
1149,lateral raise,11/10/2019,15,12,5
1150,deadlift,11/11/2019,185,5,1
1151,deadlift,11/11/2019,235,5,2
1152,deadlift,11/11/2019,225,5,3
1153,deadlift,11/11/2019,225,5,4
1154,deadlift,11/11/2019,225,5,5
1155,lateral pulldown,11/11/2019,90,12,1
1156,lateral pulldown,11/11/2019,75,12,2
1157,lateral pulldown,11/11/2019,75,12,3
1158,lateral pulldown,11/11/2019,75,12,4
1159,lateral pulldown,11/11/2019,75,12,5
1160,dumbbell bicep curl,11/11/2019,20,12,1
1161,dumbbell bicep curl,11/11/2019,25,12,2
1162,dumbbell bicep curl,11/11/2019,25,12,3
1163,dumbbell bicep curl,11/11/2019,25,12,4
1164,dumbbell bicep curl,11/11/2019,25,12,5
1165,crossbody hammer curl,11/11/2019,25,12,1
1166,crossbody hammer curl,11/11/2019,20,12,2
1167,crossbody hammer curl,11/11/2019,20,12,3
1168,crossbody hammer curl,11/11/2019,20,12,4
1169,crossbody hammer curl,11/11/2019,20,12,5
1170,squat,11/12/2019,205,5,1
1171,squat,11/12/2019,205,5,2
1172,squat,11/12/2019,225,5,3
1173,squat,11/12/2019,225,5,4
1174,squat,11/12/2019,205,5,5
1175,squat,11/12/2019,185,5,6
1176,squat,11/12/2019,185,5,7
1177,squat,11/12/2019,185,5,8
1178,calf raise,11/12/2019,240,12,1
1179,calf raise,11/12/2019,240,12,2
1180,calf raise,11/12/2019,240,12,3
1181,calf raise,11/12/2019,240,12,4
1182,calf raise,11/12/2019,240,12,5
1183,bench press,11/14/2019,135,5,1
1184,bench press,11/14/2019,155,5,2
1185,bench press,11/14/2019,205,1,3
1186,bench press,11/14/2019,185,3,4
1187,bench press,11/14/2019,175,5,5
1188,bench press,11/14/2019,135,5,6
1189,bench press,11/14/2019,135,5,7
1190,bench press,11/14/2019,135,5,8
1191,cross cable fly,11/14/2019,30,12,1
1192,cross cable fly,11/14/2019,30,12,2
1193,cross cable fly,11/14/2019,30,12,3
1194,cross cable fly,11/14/2019,30,12,4
1195,cross cable fly,11/14/2019,30,12,5
1196,tricep pushdown,11/14/2019,70,12,1
1197,tricep pushdown,11/14/2019,70,12,2
1198,tricep pushdown,11/14/2019,70,12,3
1199,tricep pushdown,11/14/2019,60,12,4
1200,tricep pushdown,11/14/2019,60,12,5
1201,ab roller,11/14/2019,0,12,1
1202,ab roller,11/14/2019,0,12,2
1203,ab roller,11/14/2019,0,12,3
1204,ab roller,11/14/2019,0,12,4
1205,ab roller,11/14/2019,0,12,5
1206,deadlift,11/17/2019,135,5,1
1207,deadlift,11/17/2019,135,5,2
1208,deadlift,11/17/2019,185,5,3
1209,deadlift,11/17/2019,185,5,4
1210,deadlift,11/17/2019,185,5,5
1211,lateral pulldown,11/17/2019,90,12,1
1212,lateral pulldown,11/17/2019,90,12,2
1213,lateral pulldown,11/17/2019,75,12,3
1214,lateral pulldown,11/17/2019,75,12,4
1215,lateral pulldown,11/17/2019,75,12,5
1216,dumbbell bicep curl,11/17/2019,25,12,1
1217,dumbbell bicep curl,11/17/2019,25,12,2
1218,dumbbell bicep curl,11/17/2019,25,12,3
1219,dumbbell bicep curl,11/17/2019,25,12,4
1220,dumbbell bicep curl,11/17/2019,25,12,5
1221,squat,11/18/2019,135,5,1
1222,squat,11/18/2019,185,5,2
1223,squat,11/18/2019,205,5,3
1224,squat,11/18/2019,205,5,4
1225,squat,11/18/2019,205,5,5
1226,squat,11/18/2019,135,5,6
1227,squat,11/18/2019,185,5,7
1228,squat,11/18/2019,185,5,8
1229,calf raise,11/18/2019,240,12,1
1230,calf raise,11/18/2019,240,12,2
1231,calf raise,11/18/2019,240,12,3
1232,calf raise,11/18/2019,240,12,4
1233,calf raise,11/18/2019,240,12,5
1234,arnold press,11/18/2019,20,12,1
1235,arnold press,11/18/2019,20,12,2
1236,arnold press,11/18/2019,20,12,3
1237,arnold press,11/18/2019,20,12,4
1238,arnold press,11/18/2019,20,12,5
1239,lateral raise,11/18/2019,20,12,1
1240,lateral raise,11/18/2019,15,12,2
1241,lateral raise,11/18/2019,15,12,3
1242,lateral raise,11/18/2019,15,12,4
1243,lateral raise,11/18/2019,15,12,5
1244,bench press,11/21/2019,115,8,1
1245,bench press,11/21/2019,155,5,2
1246,bench press,11/21/2019,155,5,3
1247,bench press,11/21/2019,175,5,4
1248,bench press,11/21/2019,135,5,5
1249,bench press,11/21/2019,135,5,6
1250,bench press,11/21/2019,135,5,7
1251,bench press,11/21/2019,135,5,8
1252,cross cable fly,11/21/2019,30,12,1
1253,cross cable fly,11/21/2019,30,12,2
1254,cross cable fly,11/21/2019,30,12,3
1255,cross cable fly,11/21/2019,30,12,4
1256,cross cable fly,11/21/2019,30,12,5
1257,tricep pushdown,11/21/2019,60,12,1
1258,tricep pushdown,11/21/2019,60,12,2
1259,tricep pushdown,11/21/2019,60,12,3
1260,tricep pushdown,11/21/2019,60,12,4
1261,tricep pushdown,11/21/2019,60,12,5
1262,deadlift,11/22/2019,135,5,1
1263,deadlift,11/22/2019,185,5,2
1264,deadlift,11/22/2019,185,5,3
1265,deadlift,11/22/2019,185,5,4
1266,deadlift,11/22/2019,185,5,5
1267,lateral pulldown,11/22/2019,90,12,1
1268,lateral pulldown,11/22/2019,90,12,2
1269,lateral pulldown,11/22/2019,90,12,3
1270,lateral pulldown,11/22/2019,75,12,4
1271,lateral pulldown,11/22/2019,75,12,5
1272,dumbbell bicep curl,11/22/2019,20,12,1
1273,dumbbell bicep curl,11/22/2019,20,12,2
1274,dumbbell bicep curl,11/22/2019,20,12,3
1275,dumbbell bicep curl,11/22/2019,20,12,4
1276,dumbbell bicep curl,11/22/2019,20,12,5
1277,ab roller,11/22/2019,0,12,1
1278,ab roller,11/22/2019,0,12,2
1279,ab roller,11/22/2019,0,12,3
1280,squat,11/25/2019,135,5,1
1281,squat,11/25/2019,185,5,2
1282,squat,11/25/2019,205,5,3
1283,squat,11/25/2019,225,5,4
1284,squat,11/25/2019,185,5,5
1285,squat,11/25/2019,185,5,6
1286,squat,11/25/2019,185,5,7
1287,squat,11/25/2019,185,5,8
1288,calf raise,11/25/2019,240,12,1
1289,calf raise,11/25/2019,240,12,2
1290,calf raise,11/25/2019,240,12,3
1291,calf raise,11/25/2019,240,12,4
1292,calf raise,11/25/2019,240,12,5
1293,arnold press,11/25/2019,20,12,1
1294,arnold press,11/25/2019,20,12,2
